timestamp_utc,source,canonical_item_id,price,currency,price_basis,volume,availability,object_type,object_subtype,type_name
2026-04-01T05:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.93,USD,listing,8.0,,agent,agent,agent
2026-04-01T06:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.58,USD,listing,9.0,,agent,agent,agent
2026-04-01T07:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.77,USD,listing,10.0,,agent,agent,agent
2026-04-01T08:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.96,USD,listing,11.0,,agent,agent,agent
2026-04-01T09:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.61,USD,listing,12.0,,agent,agent,agent
2026-04-01T10:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.8,USD,listing,1.0,,agent,agent,agent
2026-04-01T11:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.99,USD,listing,2.0,,agent,agent,agent
2026-04-01T12:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.64,USD,listing,3.0,,agent,agent,agent
2026-04-01T13:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.83,USD,listing,4.0,,agent,agent,agent
2026-04-01T14:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,23.02,USD,listing,5.0,,agent,agent,agent
2026-04-01T15:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.67,USD,listing,6.0,,agent,agent,agent
2026-04-01T16:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.86,USD,listing,7.0,,agent,agent,agent
2026-04-01T17:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,23.05,USD,listing,8.0,,agent,agent,agent
2026-04-01T18:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.7,USD,listing,9.0,,agent,agent,agent
2026-04-01T19:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,22.89,USD,listing,10.0,,agent,agent,agent
2026-04-01T20:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,23.08,USD,listing,11.0,,agent,agent,agent
