timestamp_utc,source,canonical_item_id,item_name,price,currency,price_basis,volume,availability,object_type,object_subtype,type_name
2019-11-18T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,7.74,USD,listing,7.0,,agent,agent,agent
2019-11-18T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,4.727,USD,listing,1.0,,agent,agent,agent
2019-11-19T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.681,USD,listing,3453.0,,agent,agent,agent
2019-11-19T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.452,USD,listing,3174.0,,agent,agent,agent
2019-11-20T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,12.655,USD,listing,2026.0,,agent,agent,agent
2019-11-20T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.504,USD,listing,2121.0,,agent,agent,agent
2019-11-21T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.999,USD,listing,1611.0,,agent,agent,agent
2019-11-21T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.348,USD,listing,1817.0,,agent,agent,agent
2019-11-22T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.532,USD,listing,1530.0,,agent,agent,agent
2019-11-22T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.224,USD,listing,1804.0,,agent,agent,agent
2019-11-23T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.708,USD,listing,1421.0,,agent,agent,agent
2019-11-23T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.589,USD,listing,1590.0,,agent,agent,agent
2019-11-24T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,12.001,USD,listing,1096.0,,agent,agent,agent
2019-11-24T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.615,USD,listing,1332.0,,agent,agent,agent
2019-11-25T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.221,USD,listing,881.0,,agent,agent,agent
2019-11-25T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.583,USD,listing,1003.0,,agent,agent,agent
2019-11-26T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.004,USD,listing,906.0,,agent,agent,agent
2019-11-26T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.433,USD,listing,988.0,,agent,agent,agent
2019-11-27T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.717,USD,listing,1090.0,,agent,agent,agent
2019-11-27T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.153,USD,listing,1094.0,,agent,agent,agent
2019-11-28T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.221,USD,listing,913.0,,agent,agent,agent
2019-11-28T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.007,USD,listing,1004.0,,agent,agent,agent
2019-11-29T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.28,USD,listing,834.0,,agent,agent,agent
2019-11-29T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.073,USD,listing,957.0,,agent,agent,agent
2019-11-30T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.656,USD,listing,846.0,,agent,agent,agent
2019-11-30T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.123,USD,listing,956.0,,agent,agent,agent
2019-12-01T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.577,USD,listing,754.0,,agent,agent,agent
2019-12-01T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.135,USD,listing,906.0,,agent,agent,agent
2019-12-02T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.336,USD,listing,596.0,,agent,agent,agent
2019-12-02T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.068,USD,listing,736.0,,agent,agent,agent
2019-12-03T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,9.083,USD,listing,602.0,,agent,agent,agent
2019-12-03T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,2.011,USD,listing,689.0,,agent,agent,agent
2019-12-04T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,8.683,USD,listing,798.0,,agent,agent,agent
2019-12-04T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,1.864,USD,listing,845.0,,agent,agent,agent
2019-12-05T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,7.539,USD,listing,695.0,,agent,agent,agent
2019-12-05T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,1.74,USD,listing,777.0,,agent,agent,agent
2019-12-06T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,7.854,USD,listing,685.0,,agent,agent,agent
2019-12-06T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,1.742,USD,listing,815.0,,agent,agent,agent
2019-12-07T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,8.39,USD,listing,611.0,,agent,agent,agent
2019-12-07T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,1.918,USD,listing,810.0,,agent,agent,agent
2019-12-08T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,7.982,USD,listing,643.0,,agent,agent,agent
2019-12-08T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,1.949,USD,listing,776.0,,agent,agent,agent
2019-12-09T01:00:00+00:00,steam,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,7.861,USD,listing,442.0,,agent,agent,agent
2019-12-09T01:00:00+00:00,steam,agent__b_squadron_officer_sas,B Squadron Officer | SAS,1.871,USD,listing,616.0,,agent,agent,agent
