timestamp_utc,source,canonical_item_id,price,currency,price_basis,volume,availability,object_type,object_subtype,type_name
2020-12-03T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.986,USD,listing,119.0,,agent,agent,agent
2020-12-04T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.727,USD,listing,2680.0,,agent,agent,agent
2020-12-05T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.598,USD,listing,2206.0,,agent,agent,agent
2020-12-06T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.608,USD,listing,1520.0,,agent,agent,agent
2020-12-07T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.543,USD,listing,1237.0,,agent,agent,agent
2020-12-08T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.524,USD,listing,1071.0,,agent,agent,agent
2020-12-09T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.193,USD,listing,1309.0,,agent,agent,agent
2020-12-10T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.242,USD,listing,1000.0,,agent,agent,agent
2020-12-11T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.338,USD,listing,1032.0,,agent,agent,agent
2020-12-12T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.531,USD,listing,1065.0,,agent,agent,agent
2020-12-13T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.512,USD,listing,827.0,,agent,agent,agent
2020-12-14T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.584,USD,listing,732.0,,agent,agent,agent
2020-12-15T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.603,USD,listing,752.0,,agent,agent,agent
2020-12-16T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.341,USD,listing,1236.0,,agent,agent,agent
2020-12-17T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.31,USD,listing,961.0,,agent,agent,agent
2020-12-18T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.469,USD,listing,1094.0,,agent,agent,agent
2020-12-19T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.586,USD,listing,985.0,,agent,agent,agent
2020-12-20T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.576,USD,listing,850.0,,agent,agent,agent
2020-12-21T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.546,USD,listing,757.0,,agent,agent,agent
2020-12-22T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.554,USD,listing,832.0,,agent,agent,agent
2020-12-23T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.483,USD,listing,1256.0,,agent,agent,agent
2020-12-24T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.497,USD,listing,1022.0,,agent,agent,agent
2020-12-25T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.565,USD,listing,814.0,,agent,agent,agent
2020-12-26T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.468,USD,listing,836.0,,agent,agent,agent
2020-12-27T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.522,USD,listing,626.0,,agent,agent,agent
2020-12-28T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.489,USD,listing,801.0,,agent,agent,agent
2020-12-29T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.42,USD,listing,818.0,,agent,agent,agent
2020-12-30T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.241,USD,listing,1198.0,,agent,agent,agent
2020-12-31T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.246,USD,listing,1000.0,,agent,agent,agent
2021-01-01T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.28,USD,listing,995.0,,agent,agent,agent
2021-01-02T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.381,USD,listing,900.0,,agent,agent,agent
2021-01-03T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.446,USD,listing,988.0,,agent,agent,agent
2021-01-04T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.5,USD,listing,883.0,,agent,agent,agent
2021-01-05T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.339,USD,listing,915.0,,agent,agent,agent
2021-01-06T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.303,USD,listing,1213.0,,agent,agent,agent
2021-01-07T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.461,USD,listing,1124.0,,agent,agent,agent
2021-01-08T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.588,USD,listing,1025.0,,agent,agent,agent
2021-01-09T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.575,USD,listing,927.0,,agent,agent,agent
2021-01-10T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.593,USD,listing,825.0,,agent,agent,agent
2021-01-11T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.474,USD,listing,711.0,,agent,agent,agent
2021-01-12T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.434,USD,listing,786.0,,agent,agent,agent
2021-01-13T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.248,USD,listing,1135.0,,agent,agent,agent
2021-01-14T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.256,USD,listing,957.0,,agent,agent,agent
2021-01-15T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.291,USD,listing,931.0,,agent,agent,agent
2021-01-16T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.282,USD,listing,902.0,,agent,agent,agent
2021-01-17T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.274,USD,listing,782.0,,agent,agent,agent
2021-01-18T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.273,USD,listing,691.0,,agent,agent,agent
2021-01-19T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.285,USD,listing,777.0,,agent,agent,agent
2021-01-20T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.188,USD,listing,1178.0,,agent,agent,agent
2021-01-21T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.158,USD,listing,985.0,,agent,agent,agent
2021-01-22T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.196,USD,listing,1027.0,,agent,agent,agent
2021-01-23T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.047,USD,listing,904.0,,agent,agent,agent
2021-01-24T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.105,USD,listing,856.0,,agent,agent,agent
2021-01-25T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.093,USD,listing,828.0,,agent,agent,agent
2021-01-26T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.106,USD,listing,839.0,,agent,agent,agent
2021-01-27T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,2.026,USD,listing,1115.0,,agent,agent,agent
2021-01-28T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.658,USD,listing,1702.0,,agent,agent,agent
2021-01-29T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.67,USD,listing,1061.0,,agent,agent,agent
2021-01-30T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.722,USD,listing,1005.0,,agent,agent,agent
2021-01-31T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.848,USD,listing,1029.0,,agent,agent,agent
2021-02-01T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.834,USD,listing,746.0,,agent,agent,agent
2021-02-02T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.836,USD,listing,791.0,,agent,agent,agent
2021-02-03T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.811,USD,listing,1117.0,,agent,agent,agent
2021-02-04T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.865,USD,listing,1137.0,,agent,agent,agent
2021-02-05T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.786,USD,listing,835.0,,agent,agent,agent
2021-02-06T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.733,USD,listing,870.0,,agent,agent,agent
2021-02-07T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.717,USD,listing,823.0,,agent,agent,agent
2021-02-08T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.748,USD,listing,740.0,,agent,agent,agent
2021-02-09T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.664,USD,listing,796.0,,agent,agent,agent
2021-02-10T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.5,USD,listing,1149.0,,agent,agent,agent
2021-02-11T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.53,USD,listing,972.0,,agent,agent,agent
2021-02-12T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.432,USD,listing,993.0,,agent,agent,agent
2021-02-13T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.474,USD,listing,1030.0,,agent,agent,agent
2021-02-14T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.515,USD,listing,983.0,,agent,agent,agent
2021-02-15T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.598,USD,listing,780.0,,agent,agent,agent
2021-02-16T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.612,USD,listing,842.0,,agent,agent,agent
2021-02-17T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.655,USD,listing,1018.0,,agent,agent,agent
2021-02-18T01:00:00+00:00,steam,agent__1st_lieutenant_farlow_swat,1.707,USD,listing,981.0,,agent,agent,agent
